dataset_naslov,dataset_name,format,resurs,url,zadnja_izmjena
Izvješće o tržištu nekretnina Grada Zagreba,ukupan-promet-nekretnina,CSV,Ukupan promet nekretnina 2022.,https://data.zagreb.hr/dataset/6b9455e8-ac67-4dbc-b1ec-58266a9f7495/resource/b29f751e-4eb4-41e0-b1cb-48d300318442/download/ukupan-promet-nekretnina-2022.csv,2023-04-25
Izvješće o tržištu nekretnina Grada Zagreba,ukupan-promet-nekretnina,CSV,Ukupan promet nekretnina 2021.,https://data.zagreb.hr/dataset/6b9455e8-ac67-4dbc-b1ec-58266a9f7495/resource/f711f3f7-ecfe-4ba7-b1b9-36c2c8492350/download/ukupan-promet-nekretnina-2021.csv,2023-04-25
Javni WC-i,javni-wc-i,CSV,Javni WC-i,https://services8.arcgis.com/Usi0jGQwMmBUpFjr/arcgis/rest/services/javni_wc/FeatureServer/replicafilescache/javni_wc_-51844226614455755.csv,2024-09-16
Javni WC-i,javni-wc-i,GEOJSON,Javni WC-i,https://services8.arcgis.com/Usi0jGQwMmBUpFjr/arcgis/rest/services/javni_wc/FeatureServer/replicafilescache/javni_wc_-4667436749754589776.geojson,2024-09-16
Javni urbanističko - arhitektonski natječaji,javni-urbanisticko-arhitektonski-natjecaji,CSV,Javni urbanističko-arhitektonski natječaji,https://opendata.arcgis.com/api/v3/datasets/c6e3387b23cf46279e842b58d4ae5c92_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2023-04-26
Javni urbanističko - arhitektonski natječaji,javni-urbanisticko-arhitektonski-natjecaji,GEOJSON,Javni urbanističko-arhitektonski natječaji,https://opendata.arcgis.com/api/v3/datasets/c6e3387b23cf46279e842b58d4ae5c92_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-04-26
Kapitalna ulaganja 2023,kapitalna-ulaganja-2023,CSV,Kapitalna ulaganja 2023.,https://opendata.arcgis.com/api/v3/datasets/e898521c36224b05b7bc0778632cd91d_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2023-04-26
Kapitalna ulaganja 2023,kapitalna-ulaganja-2023,GEOJSON,Kapitalna ulaganja 2023.,https://opendata.arcgis.com/api/v3/datasets/e898521c36224b05b7bc0778632cd91d_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-04-26
Kapitalna ulaganja 2024.,kapitalna-ulaganja-2024,CSV,Kapitalna ulaganja 2024.,https://hub.arcgis.com/api/v3/datasets/f1871e3fd952438e99dcccd63d37e81b_0/downloads/data?format=csv&spatialRefId=3765&where=1%3D1,2024-09-17
Kapitalna ulaganja 2024.,kapitalna-ulaganja-2024,GEOJSON,Kapitalna ulaganja 2024.,https://hub.arcgis.com/api/v3/datasets/f1871e3fd952438e99dcccd63d37e81b_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2024-09-17
Katastarska općina - katastarska prostorna jedinica za područje Grada Zagreba,katastarska-opcina-katastarska-prostorna-jedinica-za-podrucje-grada-zagreba,CSV,DKP_K_OPCINA.csv,https://data.zagreb.hr/dataset/8b8bc69a-d52e-4f1e-806e-c719b8e3d11a/resource/34923e9f-ed35-4750-85e7-5fafa78af59e/download/dkp_k_opcina.csv,2025-02-04
Lokacije zelenih otoka,lokacije-zelenih-otoka,CSV,Lokacije Zelenih otoka ,https://data.zagreb.hr/dataset/0b532fd6-fa24-4f90-8c5e-698b5cbe94b7/resource/5d15eae4-6aa7-426c-b02c-a8fdb3d61a74/download/zeleniotoci.csv,2016-11-03
Mjesni odbori,mjesni-odbori,CSV,Mjesni odbori,https://data.zagreb.hr/dataset/4dc300c3-ab50-454d-98d1-47cd739b1132/resource/de825f7b-9d87-4159-9500-475651e0acb3/download/mjesniodborii.csv,2023-05-12
O/D matrica putovanja,o-d-matrica-putovanja,CSV, O/D matrica putovanja,https://data.zagreb.hr/dataset/d39f0574-d2b7-442b-bd04-d75e4958ace2/resource/da392ca8-4b25-493e-9554-0f9c64ef165c/download/zagreb.csv,2022-01-12
Odgojno - obrazovni objekti Grada Zagreba,odgojno-obrazovni-objekti-grada-zagreba,CSV,Odgojno - obrazovni objekti Grada Zagreba,https://data.zagreb.hr/dataset/32473dab-5a4f-4be7-b64b-2e8758bf79f5/resource/cb28155e-e6e8-4cee-8342-1dbd3e4cb316/download/odgojno-obrazovni-objekti-grad-zagreb-csv.csv,2024-09-20
Plan komunalnih akcija Grada Zagreba,plan-komunalnih-akcija-grada-zagreba,CSV,Plan komunalnih akcija Grada Zagreba,https://data.zagreb.hr/dataset/7d54cbc1-d349-4818-b81c-0ddd545a3e65/resource/52e56b3a-ad9a-410e-8a83-5f50daac936e/download/plan-komunalnih-akcija-grada-zagreba.csv,2023-03-22
Plan komunalnih aktivnosti,komunalne_aktivnosti,CSV,Plan komunalnih aktivnosti,https://data.zagreb.hr/dataset/fddb4f87-c002-4e3c-b988-adf013997ecc/resource/44a733b6-953c-4e73-92e8-86f78e95bc4c/download/data.csv,2026-09-05
Plan komunalnih aktivnosti,komunalne_aktivnosti,JSON,Plan komunalnih aktivnosti,https://data.zagreb.hr/dataset/fddb4f87-c002-4e3c-b988-adf013997ecc/resource/f90738b6-8bfa-4dd9-9db7-b3c532d90c97/download/data.json,2026-09-05
Planirana namjena 1971,planirana-namjena-1971,CSV,Planirana namjena,https://opendata.arcgis.com/api/v3/datasets/8e1fd9553ebc4e96b862ec55b2b569e4_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2023-05-29
Planirana namjena 1971,planirana-namjena-1971,GEOJSON,Planirana namjena,https://opendata.arcgis.com/api/v3/datasets/8e1fd9553ebc4e96b862ec55b2b569e4_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-05-29
Planirana namjena 1986,planirana-namjena-1986,CSV,Planirana namjena,https://opendata.arcgis.com/api/v3/datasets/7b9cf4a7997d413db753bebb3cee045e_0/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2023-05-29
Planirana namjena 1986,planirana-namjena-1986,GEOJSON,Planirana namjena,https://opendata.arcgis.com/api/v3/datasets/7b9cf4a7997d413db753bebb3cee045e_0/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-05-29
Podaci o potrošnji i trošku za objekte Grada Zagreba,podaci-o-potrosnji-i-trosku-za-objekte-grada-zagreba,CSV,Zagreb 01.2019 - 06.2024 potrosnje i troskovi po OMM mjesecno,https://data.zagreb.hr/dataset/96f3f820-7351-412a-9ad4-670084515257/resource/edca8a4f-7671-48b2-9d02-8f94eaf925ec/download/zagreb-01.2019-06.2024-potrosnje-i-troskovi-po-omm-mjesecno-csv.csv,2024-09-30
Podaci o potrošnji i trošku za objekte Grada Zagreba,podaci-o-potrosnji-i-trosku-za-objekte-grada-zagreba,CSV,Zagreb 2019. - 2023. potrosnje i troskovi po OMM mjesecno,https://data.zagreb.hr/dataset/96f3f820-7351-412a-9ad4-670084515257/resource/76f22bff-e71d-4461-b2bd-0e0c09687433/download/zagreb-2019-2023-potrosnja-i-troskovi-po-omm-mjesecno-csv.csv,2025-01-17
Pojilice sa pitkom vodom,pojilice-sa-pitkom-vodom,CSV,Pojilice sa pitkom vodom,https://services8.arcgis.com/Usi0jGQwMmBUpFjr/arcgis/rest/services/pitka_voda/FeatureServer/replicafilescache/pitka_voda_495776459002627583.csv,2024-09-16
Pojilice sa pitkom vodom,pojilice-sa-pitkom-vodom,GEOJSON,Pojilice sa pitkom vodom,https://services8.arcgis.com/Usi0jGQwMmBUpFjr/arcgis/rest/services/pitka_voda/FeatureServer/replicafilescache/pitka_voda_-1391343346496493938.geojson,2024-09-16
Popis autoprijevoznika u Gradu Zagrebu,popis-autoprijevoznika-u-gradu-zagrebu,CSV,Autotaksi prijevoznici,https://data.zagreb.hr/dataset/1b34d5ae-a627-478f-a9b3-e5312d1731f4/resource/261c4150-7cb5-41c7-baa0-3cc86721a003/download/autak.csv,2016-06-29
Popis skupova podataka Grada Zagreba (Asset lista),popis-skupova-podataka-grada-zagreba-asset-lista,CSV,Popis skupova podataka,https://data.zagreb.hr/dataset/58b067d9-0e6a-45b3-a3e2-a87166d2f54a/resource/c4f32e77-072c-4671-9a09-754e233630d0/download/asset.csv,2024-08-09
Popis skupova podataka Grada Zagreba (Asset lista),popis-skupova-podataka-grada-zagreba-asset-lista,CSV,Popis skupova podataka 2025,https://data.zagreb.hr/dataset/58b067d9-0e6a-45b3-a3e2-a87166d2f54a/resource/bc0233d8-c992-4b39-8446-be9b27f76705/download/asset-lista-2025-csv.csv,2025-02-06
Potpore inovatorima Grada Zagreba,potpore-inovatorima-grada-zagreba,CSV,2014,https://data.zagreb.hr/dataset/9a168793-ecc9-44e8-8525-01acc9fd8773/resource/f3bc6148-4123-46ff-835a-26cbbe226211/download/potporeinovatori14p.csv,2016-06-29
Potpore inovatorima Grada Zagreba,potpore-inovatorima-grada-zagreba,CSV,2015,https://data.zagreb.hr/dataset/9a168793-ecc9-44e8-8525-01acc9fd8773/resource/4b42c6a2-ba0b-4e36-94fe-15621fb30436/download/potporeinovatori15p.csv,2016-06-29
Potpore za poticanje razvoja turizma u Gradu Zagrebu,potpore-za-poticanje-razvoja-turizma-u-gradu-zagrebu,CSV,Potpore za turizam GZ ,https://data.zagreb.hr/dataset/a33eb579-ca42-41cc-bf8d-4d3ae50b0387/resource/2b839226-e9b8-4833-8c59-87671733dd3e/download/potporeturizamp.csv,2016-06-30
Povijesne granice grada Zagreba,povijesne-granice-grada-zagreba,CSV,Povijesne granice GZG,https://opendata.arcgis.com/api/v3/datasets/b59b8f86855c47ef81e67c902080583f_2/downloads/data?format=csv&spatialRefId=4326&where=1%3D1,2023-04-27
Povijesne granice grada Zagreba,povijesne-granice-grada-zagreba,GEOJSON,Povijesne granice GZG,https://opendata.arcgis.com/api/v3/datasets/b59b8f86855c47ef81e67c902080583f_2/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,2023-04-27
Počasni građani Grada Zagreba,pocasni-gradani-grada-zagreba,CSV,Počasni građani Grada Zagreba,https://data.zagreb.hr/dataset/74df5222-82b3-419f-98ed-41f08fad42be/resource/6887ad6e-2415-49cd-99c0-70486d5e5f33/download/poasni-graani-grada-zagreba-csv.csv,2024-12-23
Prazni poslovni prostori,prazni-poslovni-prostori,CSV,Prazna garažno-parkirna mjesta 2024,https://data.zagreb.hr/dataset/ca5d3f1b-75cc-4a49-8e92-f0e050ba8a41/resource/fa122e08-820d-4a36-9774-3112687edb44/download/prazna-garano-parkirna-mjesta-2024.csv,2025-12-30
Prazni poslovni prostori,prazni-poslovni-prostori,CSV,Prazna garažno-parkirna mjesta 2023,https://data.zagreb.hr/dataset/ca5d3f1b-75cc-4a49-8e92-f0e050ba8a41/resource/69160748-5b9f-4b41-b933-0ad475d49ac7/download/prazna-garano-parkirna-mjesta-2023.csv,2025-01-03
Prazni poslovni prostori,prazni-poslovni-prostori,CSV,Prazna garažno-parkirna mjesta 2022,https://data.zagreb.hr/dataset/ca5d3f1b-75cc-4a49-8e92-f0e050ba8a41/resource/0eee7571-1721-4627-ac44-872100371fac/download/prazna-garano-parkirna-mjesta.csv,2023-03-27
Prazni poslovni prostori,prazni-poslovni-prostori,CSV,Prazne garaže 2024,https://data.zagreb.hr/dataset/ca5d3f1b-75cc-4a49-8e92-f0e050ba8a41/resource/dc08f579-4ef0-4281-be78-09de1400d08e/download/prazne-garae-2024.csv,2025-12-30
Prazni poslovni prostori,prazni-poslovni-prostori,CSV,Prazne garaže 2023,https://data.zagreb.hr/dataset/ca5d3f1b-75cc-4a49-8e92-f0e050ba8a41/resource/70b255a3-35bb-40d8-85fc-e079a73700f1/download/prazne-garae-2023.csv,2025-01-03
Prazni poslovni prostori,prazni-poslovni-prostori,CSV,Prazne garaže 2022,https://data.zagreb.hr/dataset/ca5d3f1b-75cc-4a49-8e92-f0e050ba8a41/resource/363fb3c4-3718-4f2a-b034-ffa7799524d5/download/prazne-garae.csv,2023-03-27
Prazni poslovni prostori,prazni-poslovni-prostori,CSV,Prazni poslovni prostori 2024,https://data.zagreb.hr/dataset/ca5d3f1b-75cc-4a49-8e92-f0e050ba8a41/resource/10d3558e-1a4c-47c0-9f00-216f23ee0d54/download/prazni-poslovni-prostori-2024.csv,2025-12-30
Prazni poslovni prostori,prazni-poslovni-prostori,CSV,Prazni poslovni prostori 2023,https://data.zagreb.hr/dataset/ca5d3f1b-75cc-4a49-8e92-f0e050ba8a41/resource/6263592d-719c-4b68-8f0f-be0b00a2e288/download/prazni-poslovni-prostori-2023.csv,2025-01-03
Prazni poslovni prostori,prazni-poslovni-prostori,CSV,Prazni poslovni prostori 2022,https://data.zagreb.hr/dataset/ca5d3f1b-75cc-4a49-8e92-f0e050ba8a41/resource/546156c7-6165-4b9c-825b-a8f9e0fa786c/download/prazni-poslovni-prostori.csv,2023-03-27
Prazni poslovni prostori,prazni-poslovni-prostori,CSV,Prazni poslovni prostori Sesvete-Novi Jelkovec 2023,https://data.zagreb.hr/dataset/ca5d3f1b-75cc-4a49-8e92-f0e050ba8a41/resource/af528e27-eb61-4acf-8663-9382371688f5/download/prazni-poslovni-prostori-sesvete-novi-jelkovec-2023.csv,2025-01-03
Prazni poslovni prostori,prazni-poslovni-prostori,CSV,Prazni poslovni prostori Sesvete-Novi Jelkovec 2022,https://data.zagreb.hr/dataset/ca5d3f1b-75cc-4a49-8e92-f0e050ba8a41/resource/3bb4a706-a38e-4acd-af56-cbbc5e6852c2/download/prazni-poslovni-prostori-sesvetenovi-jelkovec.csv,2023-03-27
Prazni poslovni prostori,prazni-poslovni-prostori,CSV,Ne uvjetni prazni poslovni prostori 2024,https://data.zagreb.hr/dataset/ca5d3f1b-75cc-4a49-8e92-f0e050ba8a41/resource/bc43e807-4f80-4f7a-9c0e-de5ca9bfae6a/download/ne-uvjetni-prazni-poslovni-prostori-2024.csv,2025-12-30
Prazni poslovni prostori,prazni-poslovni-prostori,CSV,Ne uvjetni prazni poslovni prostori 2023,https://data.zagreb.hr/dataset/ca5d3f1b-75cc-4a49-8e92-f0e050ba8a41/resource/94ce4b59-07d9-4fe9-89e4-0d28092ba988/download/ne-uvjetni-prazni-poslovni-prostori-2023.csv,2025-01-03
Prazni poslovni prostori,prazni-poslovni-prostori,CSV,Ne uvjetni prazni poslovni prostori 2022,https://data.zagreb.hr/dataset/ca5d3f1b-75cc-4a49-8e92-f0e050ba8a41/resource/8ac1d8ff-f2ee-4da8-95e2-b02ae6dfa000/download/ppp-ne-uvjetni.csv,2023-03-28
Predsjednici Gradskih četvrti Grada Zagreba 2021. - 2025.,predsjednici-gradskih-cetvrti-grada-zagreba,CSV,Popis predsjednika Gradskih četvrti arhiva saziva 2021. - 2025.,https://data.zagreb.hr/dataset/1fa2a6ed-b02c-4772-809d-6cf1a551bac5/resource/3ddcbc46-7ece-4ca3-92a6-ad4d03316434/download/popis-predsjednika-gc-sa-kontaktima-csv.csv,2024-12-17
Predsjednici Gradskih četvrti Grada Zagreba 2025. -,predsjednici_gradskih_cetvrti_grada_zagreba_2025,CSV,Predsjednici Gradskih četvrti Grada Zagreba 2025. -,https://data.zagreb.hr/dataset/5d972259-d4b2-4a23-93aa-9ac457be11ce/resource/f74b0c73-f6fa-4f0d-ac66-8cfd12c46444/download/data.csv,2025-07-09
Predsjednici Gradskih četvrti Grada Zagreba 2025. -,predsjednici_gradskih_cetvrti_grada_zagreba_2025,JSON,Predsjednici Gradskih četvrti Grada Zagreba 2025. -,https://data.zagreb.hr/dataset/5d972259-d4b2-4a23-93aa-9ac457be11ce/resource/5be18271-7817-4a4b-aaef-1ff37aa9c981/download/data.json,2025-07-09
Predsjednici mjesnih odbora Grada Zagreba,predsjednici-mjesnih-odbora-grada-zagreba,CSV,Predsjednici mjesnih odbora Grada Zagreba arhiva saziva 2021. - 2025.,https://data.zagreb.hr/dataset/bed3e484-af2e-4b6b-81f7-2a76e83cfca2/resource/7d285026-0223-4a12-b4fe-818f336c39b2/download/predsjednici-mjesnih-odbora-grada-zagreba.csv,2024-12-18
Privatni i vjerski vrtići te obrti za čuvanje djece Grada Zagreba - kontakt podaci,privatni-vjerski-obrti-gz-kontakt-podaci,CSV,Privatni i vjerski vrtići te obrti za čuvanje djece Grada Zagreba - kontakt podaci,https://data.zagreb.hr/dataset/25a37ebd-13af-4979-8b50-4c081a6b9386/resource/39b1df32-4997-4c95-9416-9225a5420813/download/data.csv,2026-09-02
Privatni i vjerski vrtići te obrti za čuvanje djece Grada Zagreba - kontakt podaci,privatni-vjerski-obrti-gz-kontakt-podaci,JSON,Privatni i vjerski vrtići te obrti za čuvanje djece Grada Zagreba - kontakt podaci,https://data.zagreb.hr/dataset/25a37ebd-13af-4979-8b50-4c081a6b9386/resource/8fa8e3b5-7a3b-4b75-98a4-0743b29f79bc/download/data.json,2026-09-02
Projekt Plavi ceker,plavi-ceker,CSV,Popis proizvoda (8.javni poziv),https://data.zagreb.hr/dataset/22e70a1d-408b-4505-948b-49dca9bd94ac/resource/f9afbda8-18fa-4092-ad41-38774d980db2/download/popis-proizvoda-8.-javni-poziv-csv.csv,2025-04-25
Projekt Plavi ceker,plavi-ceker,CSV,Popis proizvođača (8.javni poziv),https://data.zagreb.hr/dataset/22e70a1d-408b-4505-948b-49dca9bd94ac/resource/b843dd78-dd82-45f4-b304-ec0daf2715fd/download/popis-proizvoaa-8.-javni-poziv-csv.csv,2025-04-25
Projekt Plavi ceker,plavi-ceker,CSV,Popis proizvoda 23.04.2025.,https://data.zagreb.hr/dataset/22e70a1d-408b-4505-948b-49dca9bd94ac/resource/9ef1600a-29e6-46b6-be1f-e6aa3a1885a4/download/popis-proizvoda-23.04.2025.-csv.csv,2025-04-25
Projekt Plavi ceker,plavi-ceker,CSV,Popis proizvođača 23.04.2025. ,https://data.zagreb.hr/dataset/22e70a1d-408b-4505-948b-49dca9bd94ac/resource/8bf3ebbb-86d6-4ae2-ad23-f7bbaf6806b4/download/popis-proizvoaa-23.04.2025-csv.csv,2025-04-25
Projekt Plavi ceker,plavi-ceker,CSV,Popis proizvoda (1.-7. javni poziv),https://data.zagreb.hr/dataset/22e70a1d-408b-4505-948b-49dca9bd94ac/resource/103e87cb-2fb2-4b43-8660-6dd374762804/download/popis-proizvoda-1-7.javni-poziv.csv,2024-05-20
Projekt Plavi ceker,plavi-ceker,CSV,Popis proizvođača (1.-7. javni poziv),https://data.zagreb.hr/dataset/22e70a1d-408b-4505-948b-49dca9bd94ac/resource/16eb05ab-a6da-4395-a7ee-d295b07cabe0/download/proizvodaci_plavi_ceker_17_07_2024.csv,2024-07-24
Projekt Plavi ceker,plavi-ceker,CSV,Popis proizvoda (9. javni poziv),https://data.zagreb.hr/dataset/22e70a1d-408b-4505-948b-49dca9bd94ac/resource/2a4a9c83-8237-472a-b7ae-6e9edccef6b0/download/popis-proizvoda-9.-javni-poziv-csv.csv,2026-04-02
Projekt Plavi ceker,plavi-ceker,CSV,Popis proizvođača (9. javni poziv),https://data.zagreb.hr/dataset/22e70a1d-408b-4505-948b-49dca9bd94ac/resource/4e973a6a-eecf-41ec-b332-c007eafea404/download/popis-proizvoaa-9.-javni-poziv-csv.csv,2026-04-02
Projekt Plavi ceker,plavi-ceker,CSV,Popis proizvoda 01.04.2026.,https://data.zagreb.hr/dataset/22e70a1d-408b-4505-948b-49dca9bd94ac/resource/31321e9f-ab26-4b55-ab50-1bc440ad8011/download/popis-proizvoda-01.04.2026.-csv.csv,2026-04-02
Projekt Plavi ceker,plavi-ceker,CSV,Popis proizvođača 01.04.2026.,https://data.zagreb.hr/dataset/22e70a1d-408b-4505-948b-49dca9bd94ac/resource/6f854599-54af-409b-b369-f1c4d7d3c815/download/popis-proizvoaa-01.04.2026.-csv.csv,2026-04-02
Projekti Europske Unije u provedbi,projekti-europske-unije,CSV,EU projekti u provedbi,https://data.zagreb.hr/dataset/ab4118d2-7eaa-44e0-a219-3039442e67a7/resource/a93d3111-cc8f-45fc-80ab-ffbdd0d25e8f/download/eu-projekti-u-provedbi-prosinac-2023_eur.csv,2024-03-12
Proračun Grada Zagreba 2022. - 2025.,proracun,CSV,Konsolidirani plan - prihodi 2022.,https://data.zagreb.hr/dataset/e1403dd7-898d-465b-9fc1-2adb3f143400/resource/f282fe9f-6062-406a-852a-d3448b866179/download/konsolidirani-plan-prihodicsv.csv,2023-05-03
Proračun Grada Zagreba 2022. - 2025.,proracun,CSV,Konsolidirani plan - rashodi 2022.,https://data.zagreb.hr/dataset/e1403dd7-898d-465b-9fc1-2adb3f143400/resource/9c7a1fa9-02c0-4de0-98bf-1418454145ae/download/konsolidirani-planrashodicsv.csv,2023-05-03
Proračun Grada Zagreba 2022. - 2025.,proracun,CSV,Konsolidirani plan - prihodi 2023.,https://data.zagreb.hr/dataset/e1403dd7-898d-465b-9fc1-2adb3f143400/resource/c4f5d85c-5010-4d7c-8b14-dacff29c12c5/download/zgprihodi202320242025csv.csv,2023-05-03
Proračun Grada Zagreba 2022. - 2025.,proracun,CSV,Konsolidirani plan - rashodi 2023.,https://data.zagreb.hr/dataset/e1403dd7-898d-465b-9fc1-2adb3f143400/resource/95221341-019d-4d07-bc71-26af842a17cd/download/zgrashodi202320242025csv.csv,2023-05-03
Proračun Grada Zagreba 2022. - 2025.,proracun,CSV,Konsolidirani plan - prihodi 2024.,https://data.zagreb.hr/dataset/e1403dd7-898d-465b-9fc1-2adb3f143400/resource/dc278a50-b538-435a-be1a-5f5f000e97a1/download/prihodi_2024_2025_2026.csv,2024-03-01
Proračun Grada Zagreba 2022. - 2025.,proracun,CSV,Konsolidirani plan - rashodi 2024.,https://data.zagreb.hr/dataset/e1403dd7-898d-465b-9fc1-2adb3f143400/resource/9110b12b-7ced-40dc-a4ae-f043e14f01ea/download/rashodi_2024_2025_2026.csv,2024-03-01
Proračun Grada Zagreba 2022. - 2025.,proracun,CSV,Konsolidirani plan - prihodi 2025.,https://data.zagreb.hr/dataset/e1403dd7-898d-465b-9fc1-2adb3f143400/resource/063d3eba-911f-4561-82a0-76da64564c7e/download/konsolidirani-plan-prihodi-2025.-csv.csv,2025-01-28
Proračun Grada Zagreba 2022. - 2025.,proracun,CSV,Konsolidirani plan - rashodi 2025.,https://data.zagreb.hr/dataset/e1403dd7-898d-465b-9fc1-2adb3f143400/resource/7c3a6091-39ac-471f-aa3d-a67db3f54d62/download/konsolidirani-plan-rashodi-2025.-csv.csv,2025-01-28
Proračun Grada Zagreba 2022. - 2025.,proracun,CSV,Konsolidirani plan - prihodi 2026.,https://data.zagreb.hr/dataset/e1403dd7-898d-465b-9fc1-2adb3f143400/resource/1f8d8cd7-a078-40a7-a9ad-84a41b34c3cb/download/konsolidirani-plan-prihodi-2026.-csv.csv,2025-01-28
Proračun Grada Zagreba 2022. - 2025.,proracun,CSV,Konsolidirani plan - rashodi 2026.,https://data.zagreb.hr/dataset/e1403dd7-898d-465b-9fc1-2adb3f143400/resource/714f505c-c80b-411f-8d92-ff31e98203b2/download/konsolidirani-plan-rashodi-2026.-csv.csv,2025-01-28
Proračun Grada Zagreba 2022. - 2025.,proracun,CSV,Konsolidirani plan - prihodi 2027.,https://data.zagreb.hr/dataset/e1403dd7-898d-465b-9fc1-2adb3f143400/resource/9a887bca-2c14-4011-af79-66cdb34afa0a/download/konsolidirani-plan-prihodi-2027.-csv.csv,2025-01-28
Proračun Grada Zagreba 2022. - 2025.,proracun,CSV,Konsolidirani plan - rashodi 2027.,https://data.zagreb.hr/dataset/e1403dd7-898d-465b-9fc1-2adb3f143400/resource/0ae4e3c7-8482-44c7-98b4-d6da25947b7b/download/konsolidirani-plan-rashodi-2027.-csv.csv,2025-01-28
Proračun Grada Zagreba 2026.,proracun-grada-zagreba-2026,CSV,Konsolidirani plan - prihodi 2026.,https://data.zagreb.hr/dataset/8e77f94c-863d-4053-a6c1-88b45a5f2d11/resource/2e8a08fd-b0f2-4494-b5a6-5038a789abb1/download/konsolidirani-plan-prihodi-2026-csv.csv,2026-01-21
Proračun Grada Zagreba 2026.,proracun-grada-zagreba-2026,CSV,Konsolidirani plan - rashodi 2026.,https://data.zagreb.hr/dataset/8e77f94c-863d-4053-a6c1-88b45a5f2d11/resource/e4654d21-52c1-48a1-8802-121690901365/download/konsolidirani-plan-rashodi-2026-csv.csv,2026-01-21
Proračun Grada Zagreba 2026.,proracun-grada-zagreba-2026,CSV,Projekcija - prihodi 2027.,https://data.zagreb.hr/dataset/8e77f94c-863d-4053-a6c1-88b45a5f2d11/resource/eb90e18a-2a01-4787-8c3d-f9645c904136/download/projekcija-prihodi-2027-csv.xlsx,2026-01-21
Proračun Grada Zagreba 2026.,proracun-grada-zagreba-2026,CSV,Projekcija - rashodi 2027.,https://data.zagreb.hr/dataset/8e77f94c-863d-4053-a6c1-88b45a5f2d11/resource/de30509d-54cc-4081-a8c7-d2028447bcea/download/projekcija-rashodi-2027-csv.csv,2026-01-21
Proračun Grada Zagreba 2026.,proracun-grada-zagreba-2026,CSV,Projekcija - prihodi 2028.,https://data.zagreb.hr/dataset/8e77f94c-863d-4053-a6c1-88b45a5f2d11/resource/c2bf921f-acd3-4eab-9087-360efea08a37/download/projekcija-prihodi-2028-csv.csv,2026-01-21
Proračun Grada Zagreba 2026.,proracun-grada-zagreba-2026,CSV,Projekcija - rashodi 2028.,https://data.zagreb.hr/dataset/8e77f94c-863d-4053-a6c1-88b45a5f2d11/resource/4630bc6c-1ff3-4334-b95a-01b6d8b87cca/download/projekcija-rashodi-2028-csv.csv,2026-01-21
Prostori mjesne samouprave Grada Zagreba,prostori-mjesne-samouprave-grada-zagreba,CSV,Prostori mjesne samouprave,https://data.zagreb.hr/dataset/03b61019-2bab-42ad-9c7a-be3f6b691c87/resource/7713e856-1000-4928-8992-4e552ab60f47/download/data.csv,2026-09-05
Prostori mjesne samouprave Grada Zagreba,prostori-mjesne-samouprave-grada-zagreba,JSON,Prostori mjesne samouprave,https://data.zagreb.hr/dataset/03b61019-2bab-42ad-9c7a-be3f6b691c87/resource/67a8d1bf-79ad-4423-a07c-0f3337950844/download/data.json,2026-09-05
Provedeni EU projekti (2007. - 2023.),provedeni-eu-projekti-u-razdoblju-od-2007-do-2021,CSV,Provedeni EU projekti (2007.-2023),https://data.zagreb.hr/dataset/29e757d2-a75d-4c17-a6ed-ae541e3b5579/resource/57b209ee-e0e6-457b-9e40-d3ff2ccc887f/download/provedeni-eu-projekti-u-razdoblju-od-2007.-do-2023._eur.csv,2024-03-08
Raskrižja sa zvučnim signalizatorima,raskrizja-sa-zvucnim-signalizatorima,CSV,Raskrižja sa zvučnim signalizatorima 2024.,https://data.zagreb.hr/dataset/c1412b31-0dcb-4043-b57d-8f012c229946/resource/1aee000c-5cfd-4826-952f-1727888e6ebb/download/zvuni-signalizatori-za-slijepe-i-slabovidne-osobe_24.csv,2024-03-08
Raskrižja sa zvučnim signalizatorima,raskrizja-sa-zvucnim-signalizatorima,CSV,Raskrižja sa zvučnim signalizatorima 2023.,https://data.zagreb.hr/dataset/c1412b31-0dcb-4043-b57d-8f012c229946/resource/b3d15992-e93e-4d19-9f35-ee7b4e3ea89c/download/zvuni-signalizatori-za-slijepe-i-slabovidne-osobe.csv,2023-03-22
Raspodjela sredstava mjesne samouprave,raspodjela-sredstava-ms-2023,CSV,Raspodjela sredstava MS 2024,https://data.zagreb.hr/dataset/9ef0b6fd-8cfb-41cc-b7c1-7d6d1dbdf115/resource/bdc25837-e318-43a8-922e-64270873b479/download/sredstva-ms-2024-raspodjela-po-gc-i-namjenama_.csv,2024-03-12
